Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,54.250000,55.389999,53.849998,55.330002,30.631952,6483400
2003-01-03,56.000000,56.939999,56.000000,56.810001,31.451319,8743800
2003-01-06,56.560001,57.549999,56.360001,57.349998,31.750277,5920900
2003-01-07,57.099998,57.119999,55.900002,56.060001,31.036106,6527800
2003-01-08,56.060001,56.369999,55.450001,55.730000,30.853407,5548400
2003-01-09,56.369999,57.099998,55.919998,56.849998,31.473467,5949800
2003-01-10,56.849998,57.250000,56.330002,57.200001,31.667236,5190500
2003-01-13,57.200001,57.200001,55.759998,56.040001,31.025026,7579200
2003-01-14,55.599998,56.470001,55.590000,56.360001,31.202196,4987800
2003-01-15,56.599998,56.610001,54.869999,55.000000,30.449272,7758700
2003-01-16,55.700001,55.750000,54.160000,54.680000,30.272095,7760500
2003-01-17,54.689999,55.150002,54.529999,54.790001,30.332996,5628700
2003-01-21,55.299999,56.000000,53.799999,53.990002,29.890116,9805400
2003-01-22,53.990002,54.740002,53.430000,54.000000,29.895630,9650200
2003-01-23,54.450001,54.950001,54.250000,54.799999,30.338535,6783600
2003-01-24,54.810001,54.900002,53.169998,53.610001,29.679716,7866700
2003-01-27,53.049999,53.450001,51.700001,52.180000,28.888044,10544800
2003-01-28,52.799999,53.110001,51.740002,53.040001,29.364147,7595000
2003-01-29,52.250000,52.900002,51.799999,52.400002,29.009844,9095300
2003-01-30,52.270000,52.549999,51.540001,51.540001,28.533739,7733300
2003-01-31,52.099998,53.799999,51.750000,53.610001,29.679716,9962800
2003-02-03,53.500000,53.849998,52.959999,53.340000,29.530233,5852600
2003-02-04,52.509998,53.000000,51.610001,52.759998,29.209146,7022900
2003-02-05,52.759998,53.200001,52.070000,52.099998,28.843761,5935200
2003-02-06,52.110001,52.259998,51.380001,52.119999,28.854830,6356600
2003-02-07,51.700001,52.080002,51.330002,51.840000,28.699799,6270800
2003-02-10,51.410000,52.980000,51.230000,52.040001,28.810535,8070200
2003-02-11,52.490002,53.619999,51.779999,52.000000,28.788406,8016600
2003-02-12,51.799999,51.799999,50.000000,50.000000,27.681152,15589100
2003-02-13,49.990002,51.849998,49.099998,51.310001,28.523338,13309200
2003-02-14,51.310001,52.500000,51.200001,51.750000,28.767941,8432700
2003-02-18,53.000000,53.950001,52.599998,53.060001,29.496168,8027900
2003-02-19,53.009998,53.139999,52.200001,52.570000,29.223776,4490800
2003-02-20,53.099998,53.330002,51.599998,51.919998,28.862442,5525400
2003-02-21,52.480000,53.799999,52.060001,53.480000,29.729654,6473200
2003-02-24,53.490002,53.490002,52.410000,52.430000,29.145948,5483600
2003-02-25,51.860001,52.849998,51.349998,52.759998,29.329397,6165200
2003-02-26,52.759998,53.380001,51.820000,51.820000,28.806837,6069100
2003-02-27,51.990002,53.099998,51.799999,52.779999,29.340525,5478300
2003-02-28,52.529999,53.040001,52.110001,52.450001,29.157057,6438700
2003-03-03,53.160000,53.439999,52.250000,52.430000,29.145948,5654400
2003-03-04,52.439999,52.950001,51.680000,51.689999,28.734577,5474600
2003-03-05,51.520000,52.900002,51.500000,52.810001,29.357191,6676900
2003-03-06,52.599998,53.740002,52.299999,53.299999,29.629583,9287200
2003-03-07,52.549999,55.389999,52.520000,55.299999,30.741386,13278900
2003-03-10,54.549999,55.200001,53.950001,54.130001,30.090984,7114000
2003-03-11,54.509998,54.980000,53.959999,54.480000,30.285543,7362500
2003-03-12,54.500000,54.799999,54.090000,54.680000,30.396730,8918100
2003-03-13,54.680000,55.599998,54.230000,55.480000,30.841459,9637200
2003-03-14,55.660000,55.880001,54.799999,55.189999,30.680256,7588000
2003-03-17,54.450001,56.500000,54.400002,56.389999,31.347313,8218600
2003-03-18,56.389999,56.910000,56.080002,56.779999,31.564127,7218700
2003-03-19,56.840000,57.450001,56.009998,57.310001,31.858759,6828100
2003-03-20,57.169998,57.500000,56.500000,57.389999,31.903215,5865900
2003-03-21,58.180000,58.680000,57.380001,58.669998,32.614761,8689200
2003-03-24,57.099998,57.980000,56.650002,56.750000,31.547453,7233800
2003-03-25,56.500000,57.400002,56.029999,57.080002,31.730900,7645200
2003-03-26,57.090000,57.110001,56.490002,56.660000,31.497410,6640500
2003-03-27,56.000000,57.340000,55.700001,56.959999,31.664198,5517600
2003-03-28,56.000000,57.599998,56.000000,57.380001,31.897676,5706900
2003-03-31,56.750000,58.450001,56.750000,57.869999,32.170052,9597600
2003-04-01,57.869999,58.599998,57.680000,58.419998,32.475803,7793200
2003-04-02,58.270000,58.680000,57.779999,58.410000,32.470245,8450400
2003-04-03,57.919998,58.389999,57.240002,57.459999,31.942142,7423500
2003-04-04,57.509998,58.000000,57.349998,57.840000,32.153378,6748300
2003-04-07,57.840000,59.080002,57.200001,57.330002,31.869873,7225600
2003-04-08,57.580002,58.000000,57.200001,57.500000,31.964384,5420100
2003-04-09,57.020000,58.099998,57.020000,57.259998,31.830959,6111200
2003-04-10,57.720001,57.720001,56.709999,57.209999,31.803167,6612800
2003-04-11,57.720001,58.139999,57.330002,57.380001,31.897676,5898700
2003-04-14,57.389999,57.990002,57.250000,57.779999,32.120022,4927300
2003-04-15,56.500000,57.200001,55.500000,55.980000,31.119402,13151900
2003-04-16,55.980000,56.200001,53.950001,54.389999,30.235510,14857600
